"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"pacId"	"transcriptName"	"peptideName"	"Pfam"	"Panther"	"KOG"	"KEGG.ec"	"KO"	"GO"	"Best.hit.arabi.name"	"arabi.symbol"	"arabi.defline"
"Prupe.4G176200"	631.035157511302	-3.63140377370035	0.302010748601937	-12.0240878528688	2.65503933720904e-33	9.01208852359988e-31	32095302	"Prupe.4G176200.1"	"Prupe.4G176200.1.p"	"PF00847"	"PTHR31677"	""	""	"K09286"	"GO:0006355,GO:0003700"	"AT3G15210.1"	"ATERF-4,ATERF4,ERF4,RAP2.5"	"ethylene responsive element binding factor 4"
"Prupe.4G177100"	1023.37207147063	-0.586835523514216	0.158255156460752	-3.70816052151676	0.000208770304691155	0.00197575094114315	32095253	"Prupe.4G177100.1"	"Prupe.4G177100.1.p"	"PF00481"	"PTHR13832,PTHR13832:SF333"	"KOG0698"	"3.1.3.16"	"K17506"	"GO:0003824,GO:0006470,GO:0004722"	"AT3G15260.1"	""	"Protein phosphatase 2C family protein"
"Prupe.4G177500"	146.978995472591	0.576456064228707	0.205242295092221	2.80866116786352	0.0049747974712153	0.0281435348052141	32090779	"Prupe.4G177500.1"	"Prupe.4G177500.1.p"	"PF03446,PF00725"	"PTHR23309"	"KOG2304"	"1.1.1.157"	"K00074"	"GO:0055114,GO:0004616,GO:0016491,GO:0006631,GO:0003857"	"AT3G15290.1"	""	"3-hydroxyacyl-CoA dehydrogenase family protein"
"Prupe.4G178700"	16.3347184259836	1.72295083620934	0.494317518814078	3.48551441256399	0.00049119176191769	0.00410994717469831	32092165	"Prupe.4G178700.1"	"Prupe.4G178700.1.p"	"PF01554"	"PTHR11206,PTHR11206:SF78"	"KOG1347"	""	"K03327"	"GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855"	"AT3G23560.1"	"ALF5"	"MATE efflux family protein"
"Prupe.4G181000"	22.7562832432686	2.40158578128738	0.660531922957887	3.63583605548235	0.000277080516555424	0.00252112132374417	32090706	"Prupe.4G181000.1"	"Prupe.4G181000.1.p"	"PF00139"	"PTHR27007,PTHR27007:SF9"	""	"2.7.11.1"	""	"GO:0030246"	"AT4G04960.1"	""	"Concanavalin A-like lectin protein kinase family protein"
"Prupe.4G182200"	3.51944881088522	2.6010361439424	0.874641565283352	2.9738309350754	0.00294107071682544	0.018334204535925	32094525	"Prupe.4G182200.1"	"Prupe.4G182200.1.p"	"PF11145"	"PTHR33389,PTHR33389:SF1"	""	""	""	""	"AT4G21700.1"	""	"Protein of unknown function (DUF2921)"
"Prupe.4G184000"	20.0582747014709	-3.41144252559491	0.875553354662189	-3.89632739961476	9.76623490206378e-05	0.00101790757428573	32093435	"Prupe.4G184000.1"	"Prupe.4G184000.1.p"	"PF08590"	"PTHR13308,PTHR13308:SF17"	"KOG2401"	""	""	""	"AT3G15390.1"	"SDE5"	"silencing defective 5"
"Prupe.4G184400"	837.024419009327	-2.92844427321548	0.950810348131157	-3.07994573152408	0.00207038315543503	0.0137705497529686	32091746	"Prupe.4G184400.1"	"Prupe.4G184400.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.4G186300"	38.2469426559948	-1.86975951771977	0.434827352488654	-4.30000437419254	1.70794738244138e-05	0.000216858206925195	32094758	"Prupe.4G186300.1"	"Prupe.4G186300.1.p"	"PF00141"	"PTHR31235,PTHR31235:SF22"	""	"1.11.1.7"	"K00430"	"GO:0055114,GO:0020037,GO:0006979,GO:0004601"	"AT4G33420.1"	""	"Peroxidase superfamily protein"
"Prupe.4G186700"	60.7060746928291	-2.88284806550122	0.950550458241301	-3.03281960521595	0.00242280385952358	0.0156630430444655	32093729	"Prupe.4G186700.1"	"Prupe.4G186700.1.p"	"PF00005,PF01061"	"PTHR19241,PTHR19241:SF257"	"KOG0061"	""	""	"GO:0016887,GO:0005524,GO:0016020"	"AT4G27420.1"	""	"ABC-2 type transporter family protein"
"Prupe.4G187300"	571.506701595779	-0.794253997641227	0.185187699801074	-4.2889133484265	1.79549399322997e-05	0.000226421242514684	32093858	"Prupe.4G187300.1"	"Prupe.4G187300.1.p"	"PF04117"	"PTHR11266,PTHR11266:SF16"	"KOG1944"	""	"K13348"	"GO:0016021"	"AT1G52870.2"	""	"Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein"
"Prupe.4G187700"	262.959949814768	-1.40487987089273	0.308527409108198	-4.55350101617729	5.27604166285379e-06	7.57236536333195e-05	32095504	"Prupe.4G187700.1"	"Prupe.4G187700.1.p"	"PF08241"	"PTHR10108,PTHR10108:SF754"	""	""	""	"GO:0008168,GO:0008152"	"AT5G54400.1"	""	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Prupe.4G188000"	246.445383784847	-1.57885416178805	0.338666922962009	-4.6619674220891	3.132007774013e-06	4.71096531207893e-05	32091669	"Prupe.4G188000.1"	"Prupe.4G188000.1.p"	"PF11721,PF07714"	"PTHR27003,PTHR27003:SF37"	"KOG1187"	"2.7.11.1"	""	"GO:0006468,GO:0004672"	"AT5G54380.1"	"THE1"	"protein kinase family protein"
"Prupe.4G188100"	14.4889946957398	3.98474922907656	0.721881332635579	5.5199505083866	3.3909515488881e-08	8.02926889690747e-07	32094942	"Prupe.4G188100.1"	"Prupe.4G188100.1.p"	"PF06830"	"PTHR31656,PTHR31656:SF5"	""	""	""	""	"AT5G54370.1"	""	"Late embryogenesis abundant (LEA) protein-related"
"Prupe.4G189800"	531.074594877112	1.71797170522063	0.488003700703888	3.52040712548421	0.000430884862574966	0.00369490573103232	32093935	"Prupe.4G189800.1"	"Prupe.4G189800.1.p"	"PF14364,PF05553"	"PTHR33098,PTHR33098:SF10"	""	""	""	""	"AT1G61260.1"	""	"Protein of unknown function (DUF761)"
"Prupe.4G191200"	277.765286083089	1.51399892548926	0.20695200571536	7.31570066332965	2.5604184962527e-13	1.37951013477996e-11	32095262	"Prupe.4G191200.1"	"Prupe.4G191200.1.p"	"PF00027,PF00520"	"PTHR10217,PTHR10217:SF476"	""	""	""	"GO:0055085,GO:0016020,GO:0006811,GO:0005216"	"AT5G54250.2"	"ATCNGC4,CNGC4,DND2,HLM1"	"cyclic nucleotide-gated cation channel 4"
"Prupe.4G191800"	68.1947616275523	1.55413152366656	0.402554417070423	3.86067437783122	0.000113074509865385	0.00115897104575663	32094793	"Prupe.4G191800.1"	"Prupe.4G191800.1.p"	"PF12609"	"PTHR33090"	""	""	""	""	"AT4G10265.1"	""	"Wound-responsive family protein"
"Prupe.4G192300"	5.77726768264962	1.91684918098303	0.715792881611504	2.6779383118026	0.00740768599760717	0.0387449814613666	32093739	"Prupe.4G192300.1"	"Prupe.4G192300.1.p"	""	"PTHR34379,PTHR34379:SF2"	""	""	""	""	""	""	""
"Prupe.4G192700"	317.285521345617	-1.69603508432195	0.425107208928642	-3.98966436865729	6.61668546963595e-05	0.000729986003654419	32094293	"Prupe.4G192700.1"	"Prupe.4G192700.1.p"	""	"PTHR31717,PTHR31717:SF7"	""	""	""	""	"AT4G27310.1"	""	"B-box type zinc finger family protein"
"Prupe.4G193000"	206.473750850228	1.71019066641449	0.28566887116186	5.98661891111508	2.14247969501493e-09	6.42617694678557e-08	32091028	"Prupe.4G193000.1"	"Prupe.4G193000.1.p"	"PF13632,PF03552"	"PTHR13301,PTHR13301:SF41"	""	"2.4.1.12"	""	"GO:0030244,GO:0016760,GO:0016020"	"AT4G24010.1"	"ATCSLG1,CSLG1"	"cellulose synthase like G1"
"Prupe.4G193600"	56.5416653173462	-1.57323009024141	0.498500770347332	-3.15592308743125	0.00159991042840113	0.011088054535122	32092445	"Prupe.4G193600.1"	"Prupe.4G193600.1.p"	"PF08276,PF00954,PF01453,PF07714"	"PTHR27002,PTHR27002:SF97"	"KOG1187"	"2.7.11.1"	""	"GO:0048544,GO:0006468,GO:0004672"	"AT4G21380.1"	"ARK3,RK3"	"receptor kinase 3"
"Prupe.4G193800"	686.03345184672	-5.30928623557125	0.24188352773458	-21.9497635299794	8.7053066357644e-107	1.77292274943978e-102	32092697	"Prupe.4G193800.1"	"Prupe.4G193800.1.p"	"PF13833"	"PTHR10891,PTHR10891:SF585"	""	""	""	""	"AT4G27280.1"	""	"Calcium-binding EF-hand family protein"
"Prupe.4G194100"	36.1355889664773	4.592255905954	0.584229879226089	7.86035783044375	3.83037645545827e-15	2.50834234378981e-13	32094483	"Prupe.4G194100.1"	"Prupe.4G194100.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.1"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G194300"	77.0685711125254	4.43438985620823	0.427779158018044	10.3660727108664	3.53766539319454e-25	6.02399184891062e-23	32092533	"Prupe.4G194300.1"	"Prupe.4G194300.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.1"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G194400"	48.2376679325905	2.4146859334456	0.533873123388429	4.52295841026774	6.09812261010135e-06	8.60667810653667e-05	32092876	"Prupe.4G194400.1"	"Prupe.4G194400.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.1"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G194500"	111.88012891004	3.15843320819854	0.448862106487367	7.0365334087016	1.97081414846572e-12	9.39990654511777e-11	32093526	"Prupe.4G194500.1"	"Prupe.4G194500.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.2"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G195100"	49.424902779551	0.940031160465304	0.305030611330784	3.08176007766613	0.00205780624117703	0.0136913694569786	32094585	"Prupe.4G195100.1"	"Prupe.4G195100.1.p"	"PF08276,PF01453,PF00954,PF07714"	"PTHR27002,PTHR27002:SF101"	"KOG1187"	"2.7.11.1"	""	"GO:0048544,GO:0006468,GO:0004672"	"AT4G27290.1"	""	"S-locus lectin protein kinase family protein"
"Prupe.4G196400"	118.019217517434	1.02229199907563	0.233031546717086	4.3869253475657	1.14964225417465e-05	0.00015298849371574	32093827	"Prupe.4G196400.1"	"Prupe.4G196400.1.p"	"PF00954,PF01453,PF08276,PF07714"	"PTHR27002,PTHR27002:SF101"	"KOG1187"	"2.7.11.1"	""	"GO:0048544,GO:0006468,GO:0004672"	"AT4G27290.1"	""	"S-locus lectin protein kinase family protein"
"Prupe.4G197900"	344.890962549596	5.69778754210639	0.3522268991761	16.1764690755709	7.39134668038326e-59	1.0035477766179e-55	32095296	"Prupe.4G197900.1"	"Prupe.4G197900.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.2"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G198000"	10.754006587712	4.55419806346175	0.840022129339429	5.42152153425179	5.90938766504855e-08	1.33574460806192e-06	32092740	"Prupe.4G198000.1"	"Prupe.4G198000.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.1"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G198600"	2.9062161893013	2.83156539898645	0.933662730671028	3.03274973496199	0.00242336485481247	0.0156630430444655	32092031	"Prupe.4G198600.1"	"Prupe.4G198600.1.p"	"PF01397,PF03936"	"PTHR31225,PTHR31225:SF15"	""	"4.2.3.119"	""	"GO:0016829,GO:0010333,GO:0008152,GO:0000287"	"AT5G23960.1"	"ATTPS21,TPS21"	"terpene synthase 21"
"Prupe.4G200200"	879.555670840241	-2.82359154281806	0.302033218589697	-9.34861256653302	8.88049499071172e-21	1.01039196078679e-18	32093329	"Prupe.4G200200.1"	"Prupe.4G200200.1.p"	"PF03514"	"PTHR31636,PTHR31636:SF18"	""	""	""	""	"AT5G48150.1"	"PAT1"	"GRAS family transcription factor"
"Prupe.4G200500"	90.9805446057128	-1.60946314702071	0.302035415654023	-5.32872326755326	9.89055606452382e-08	2.10481781410755e-06	32092220	"Prupe.4G200500.1"	"Prupe.4G200500.1.p"	"PF01370"	"PTHR10366,PTHR10366:SF350"	"KOG1502"	"1.1.1.219"	""	"GO:0050662,GO:0003824"	"AT4G27250.1"	""	"NAD(P)-binding Rossmann-fold superfamily protein"
"Prupe.4G201200"	118.942958875724	0.799849248983995	0.294032722885807	2.72027290409656	0.00652280587440154	0.0350145423318901	32094943	"Prupe.4G201200.1"	"Prupe.4G201200.1.p"	"PF00225"	"PTHR24115,PTHR24115:SF520"	""	"3.6.4.5"	"K10405"	"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871"	"AT5G54670.1"	"ATK3,KATC"	"kinesin 3"
"Prupe.4G202100"	203.598773497431	0.725489771964939	0.218776704218858	3.31611985176986	0.000912766746052643	0.00694703234591952	32093451	"Prupe.4G202100.1"	"Prupe.4G202100.1.p"	"PF12624"	"PTHR22774,PTHR22774:SF11"	""	""	""	""	"AT3G20720.2"	""	""
"Prupe.4G202700"	17.8192681420165	1.59100942173069	0.469741903561956	3.38698636350386	0.000706649000893873	0.00563934700321498	32095445	"Prupe.4G202700.1"	"Prupe.4G202700.1.p"	"PF13962,PF13857,PF12796"	"PTHR24177,PTHR24177:SF36"	"KOG4412"	""	""	""	"AT1G03670.1"	""	"ankyrin repeat family protein"
"Prupe.4G203300"	6.36298673355073	2.24916836439075	0.719875137877467	3.12438678049413	0.00178176076692545	0.0121240694217186	32091231	"Prupe.4G203300.1"	"Prupe.4G203300.1.p"	"PF12796,PF13962"	"PTHR24177,PTHR24177:SF36"	""	""	""	""	"AT1G03670.1"	""	"ankyrin repeat family protein"
"Prupe.4G204400"	82.6309450747907	-3.58928773883592	0.321528608866402	-11.1631986699115	6.17298123190715e-29	1.51468597312073e-26	32095563	"Prupe.4G204400.1"	"Prupe.4G204400.1.p"	""	"PTHR31415,PTHR31415:SF22"	""	""	""	""	"AT3G20600.1"	"NDR1"	"Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"
"Prupe.4G204900"	2248.6565559691	1.14748162683072	0.167886124266196	6.83488067787727	8.20733132201738e-12	3.58692080910313e-10	32094571	"Prupe.4G204900.1"	"Prupe.4G204900.1.p"	"PF11976"	"PTHR10666,PTHR10666:SF155"	"KOG0001"	""	"K08770"	""	"AT4G05320.2"	"UBQ10"	"polyubiquitin 10"
"Prupe.4G205000"	711.226014258924	-0.846854352085401	0.187540460333081	-4.51558213401708	6.31430669326454e-06	8.89330360408199e-05	32093825	"Prupe.4G205000.1"	"Prupe.4G205000.1.p"	"PF01253"	"PTHR10388,PTHR10388:SF14"	"KOG1770"	""	"K03113"	"GO:0006413,GO:0003743"	"AT4G27130.1"	""	"Translation initiation factor SUI1 family protein"
"Prupe.4G205100"	1067.09978159962	-0.890025931470058	0.234150242369187	-3.8010890890591	0.000144061489630702	0.0014339962354931	32091694	"Prupe.4G205100.1"	"Prupe.4G205100.1.p"	"PF01946"	"PTHR10617,PTHR10617:SF115"	"KOG2960"	""	"K03146"	""	"AT5G54770.1"	"THI1,THI4,TZ"	"thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)"
"Prupe.4G205200"	230.764575398656	-0.663068441995185	0.187731260103153	-3.53200868960689	0.000412415803059443	0.00356353850025822	32092657	"Prupe.4G205200.1"	"Prupe.4G205200.1.p"	"PF09756"	"PTHR13270,PTHR13270:SF4"	"KOG3054"	""	""	""	"AT4G27120.1"	""	""
"Prupe.4G205300"	36.8973749200915	4.29862894037179	0.589233710434427	7.2952868518037	2.980234356964e-13	1.59257448768076e-11	32090968	"Prupe.4G205300.1"	"Prupe.4G205300.1.p"	"PF04833"	"PTHR31052,PTHR31052:SF2"	""	""	""	"GO:0031225,GO:0016049,GO:0010215"	"AT3G20580.1"	"COBL10"	"COBRA-like protein 10 precursor"
"Prupe.4G207300"	1.73944923044847	-2.59174617939863	0.945683227433791	-2.74060711262861	0.00613257894779246	0.0332790042234855	32093434	"Prupe.4G207300.1"	"Prupe.4G207300.1.p"	"PF02298"	"PTHR33021,PTHR33021:SF68"	""	""	""	"GO:0009055"	"AT5G26330.1"	""	"Cupredoxin superfamily protein"
"Prupe.4G207900"	193.07781832129	0.868645100283032	0.22041161801034	3.94101321937703	8.11381540068245e-05	0.000874780118847531	32093068	"Prupe.4G207900.1"	"Prupe.4G207900.1.p"	"PF00291"	"PTHR10314,PTHR10314:SF98"	""	"4.2.1.20"	"K01696"	""	"AT4G27070.1"	"TSB2"	"tryptophan synthase beta-subunit 2"
"Prupe.4G208200"	3.31073675389159	-2.85979994640901	0.878186805455947	-3.25648248031263	0.00112801891586247	0.00831760797988958	32094605	"Prupe.4G208200.1"	"Prupe.4G208200.1.p"	"PF00646,PF08387"	"PTHR32212,PTHR32212:SF94"	""	""	""	"GO:0005515"	"AT1G56400.1"	""	"F-box family protein"
"Prupe.4G208300"	5.0408850222215	-2.09609293904322	0.742748858086535	-2.82207493989713	0.00477140262287139	0.0272273426218545	32092542	"Prupe.4G208300.1"	"Prupe.4G208300.1.p"	"PF00646,PF08387"	"PTHR32212,PTHR32212:SF94"	""	""	""	"GO:0005515"	"AT1G56400.1"	""	"F-box family protein"
"Prupe.4G208500"	65.994664531265	-1.1882184353206	0.280722260906036	-4.23271895675679	2.30882951087805e-05	0.000284118560837114	32091655	"Prupe.4G208500.1"	"Prupe.4G208500.1.p"	"PF14780"	"PTHR34786,PTHR34786:SF1"	""	""	""	""	"AT1G50910.1"	""	""
"Prupe.4G208600"	175.311183030154	0.974549619963269	0.265714871128224	3.66765177961375	0.00024478824530383	0.00226813348674149	32094070	"Prupe.4G208600.1"	"Prupe.4G208600.1.p"	"PF08212"	"PTHR11430,PTHR11430:SF32"	"KOG4824"	"1.14.13.90"	""	""	"AT3G47860.1"	"CHL"	"chloroplastic lipocalin"
"Prupe.4G209400"	164.993661468586	0.602841214781392	0.192302314242614	3.13486198622046	0.00171934981010232	0.0117622701486543	32091749	"Prupe.4G209400.1"	"Prupe.4G209400.1.p"	""	"PTHR31355,PTHR31355:SF7"	""	""	""	""	"AT4G27060.1"	"CN,SPR2,TOR1"	"ARM repeat superfamily protein"
"Prupe.4G209600"	7.35261223363266	3.97340945076327	0.878061164013898	4.52520805338839	6.03361195814739e-06	8.52153544657627e-05	32092117	"Prupe.4G209600.1"	"Prupe.4G209600.1.p"	"PF00069"	"PTHR27001,PTHR27001:SF127"	"KOG1187"	"2.7.11.1"	"K04733"	"GO:0006468,GO:0005524,GO:0004672"	"AT3G20530.1"	""	"Protein kinase superfamily protein"
"Prupe.4G209700"	14.3401172241014	-3.20274705278084	0.592846265582498	-5.40232306200663	6.57833345048331e-08	1.47386511608958e-06	32093076	"Prupe.4G209700.1"	"Prupe.4G209700.1.p"	"PF10536"	"PTHR16007,PTHR16007:SF18"	""	"3.1.3.16"	""	""	"AT1G32120.1"	""	""
"Prupe.4G209900"	10.0093773718055	-1.96982106407635	0.620885387342955	-3.17260013560004	0.00151080448790684	0.0105808267540271	32092342	"Prupe.4G209900.1"	"Prupe.4G209900.1.p"	"PF00439"	"PTHR22880,PTHR22880:SF153"	""	""	""	"GO:0005515"	"AT5G46550.1"	""	"DNA-binding bromodomain-containing protein"
"Prupe.4G210100"	86.8508904262436	1.36174077894726	0.267991355231251	5.08128621452064	3.74887764008595e-07	6.98532863842547e-06	32092228	"Prupe.4G210100.1"	"Prupe.4G210100.1.p"	"PF07690"	"PTHR31585,PTHR31585:SF7"	""	""	""	"GO:0055085,GO:0016021"	"AT5G54860.1"	""	"Major facilitator superfamily protein"
"Prupe.4G212600"	10.150588950051	-1.7553808858037	0.596026559640219	-2.94513869795216	0.00322809919738894	0.0198261363854111	32091500	"Prupe.4G212600.1"	"Prupe.4G212600.1.p"	"PF00439"	"PTHR22880,PTHR22880:SF153"	""	""	""	"GO:0005515"	"AT5G46550.1"	""	"DNA-binding bromodomain-containing protein"
"Prupe.4G213200"	19.0985112636902	-1.21231005474794	0.422872144027231	-2.86684775025019	0.00414582405002305	0.0242905214622467	32093996	"Prupe.4G213200.1"	"Prupe.4G213200.1.p"	"PF01789"	"PTHR31407,PTHR31407:SF14"	""	"1.10.3.9"	""	"GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509"	"AT3G56650.1"	""	"Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"Prupe.4G213600"	13.8535026313034	1.70335858971825	0.51706177837084	3.29430381623874	0.000986657918152633	0.00740666242576355	32091442	"Prupe.4G213600.1"	"Prupe.4G213600.1.p"	"PF13639"	"PTHR14155"	""	""	""	"GO:0008270,GO:0005515"	"AT3G20395.1"	""	"RING/U-box superfamily protein"
"Prupe.4G213800"	549.786226933262	-0.67717329303631	0.22571708105171	-3.00009768813719	0.00269893031209687	0.0170438495305937	32095343	"Prupe.4G213800.1"	"Prupe.4G213800.1.p"	"PF13499,PF00069"	"PTHR24349,PTHR24349:SF89"	"KOG0032"	"2.7.11.17"	"K13412"	"GO:0006468,GO:0005524,GO:0004672"	"AT3G20410.1"	"CPK9"	"calmodulin-domain protein kinase 9"
"Prupe.4G213900"	748.06915238413	-1.49633805059966	0.287204691742918	-5.21000559398611	1.88834937826039e-07	3.7593473546091e-06	32095096	"Prupe.4G213900.1"	"Prupe.4G213900.1.p"	"PF01253"	"PTHR10388,PTHR10388:SF16"	"KOG1770"	""	"K03113"	"GO:0006413,GO:0003743"	"AT5G54940.2"	""	"Translation initiation factor SUI1 family protein"
"Prupe.4G214800"	52.5194258949325	-1.38906810331644	0.352781368610852	-3.93747580487649	8.23432315616246e-05	0.000883201307919601	32092785	"Prupe.4G214800.1"	"Prupe.4G214800.1.p"	"PF00231"	"PTHR11693,PTHR11693:SF21"	"KOG1531"	"3.6.3.14"	"K02115"	"GO:0046961,GO:0046933,GO:0045261,GO:0015986"	"AT4G04640.1"	"ATPC1"	"ATPase, F1 complex, gamma subunit protein"
"Prupe.4G214900"	114.926973727974	1.40188106166547	0.366628519025011	3.8237098013912	0.000131458631032998	0.00132016098600495	32090933	"Prupe.4G214900.1"	"Prupe.4G214900.1.p"	"PF04520"	"PTHR33083,PTHR33083:SF4"	""	""	""	""	"AT4G21970.1"	""	"Protein of unknown function, DUF584"
"Prupe.4G215200"	92.4400067009767	0.799936480098907	0.292830743435388	2.73173667052281	0.00630014733010565	0.03398908623177	32092578	"Prupe.4G215200.1"	"Prupe.4G215200.1.p"	"PF04535"	"PTHR11615,PTHR11615:SF143"	""	""	""	""	"AT5G54980.1"	""	"Uncharacterised protein family (UPF0497)"
"Prupe.4G216100"	120.632062880324	0.994612424125783	0.304355520799369	3.26792962885478	0.00108337298979636	0.00805254536868342	32092223	"Prupe.4G216100.1"	"Prupe.4G216100.1.p"	"PF00085,PF01507"	"PTHR23293,PTHR23293:SF11"	"KOG0189"	"1.8.4.10"	"K05907"	"GO:0045454,GO:0008152,GO:0003824"	"AT4G21990.1"	"APR3,ATAPR3,PRH-26,PRH26"	"APS reductase 3"
"Prupe.4G216300"	24.5106627552695	1.60043356920177	0.472422868524053	3.38771400758362	0.000704777107804807	0.00562881983433439	32091344	"Prupe.4G216300.1"	"Prupe.4G216300.1.p"	"PF00657"	"PTHR22835,PTHR22835:SF116"	""	"3.1.1.3"	""	"GO:0016788"	"AT5G55050.1"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"
"Prupe.4G217200"	99.8779633439512	-1.05855093863156	0.277670829198555	-3.81225115251344	0.000137706844306396	0.00137747425891163	32091503	"Prupe.4G217200.1"	"Prupe.4G217200.1.p"	"PF00117,PF00977"	"PTHR21235,PTHR21235:SF2"	""	""	"K01663"	"GO:0000105"	"AT4G26900.1"	"AT-HF,HISN4"	"HIS HF"
"Prupe.4G217600"	6.96237348840009	1.95362005424481	0.692510303566098	2.8210700175645	0.00478637547720416	0.0273051324842409	32092026	"Prupe.4G217600.1"	"Prupe.4G217600.1.p"	"PF07714"	"PTHR24361,PTHR24361:SF380"	""	"2.7.11.25"	""	"GO:0006468,GO:0004672"	"AT5G55090.1"	"MAPKKK15"	"mitogen-activated protein kinase kinase kinase 15"
"Prupe.4G222100"	220.366428921636	1.07965897021765	0.332074866184568	3.25125169098938	0.00114898092142388	0.00844983885825972	32094583	"Prupe.4G222100.1"	"Prupe.4G222100.1.p"	"PF07983,PF00332"	"PTHR32227,PTHR32227:SF116"	""	"3.2.1.39"	""	"GO:0005975,GO:0004553"	"AT5G55180.1"	""	"O-Glycosyl hydrolases family 17 protein"
"Prupe.4G222300"	252.448261904287	-1.38284623665932	0.309148730042766	-4.47307752636739	7.71018075576558e-06	0.000106674960103208	32091593	"Prupe.4G222300.1"	"Prupe.4G222300.1.p"	"PF00847"	"PTHR31677,PTHR31677:SF20"	""	""	"K09286"	"GO:0006355,GO:0003700"	"AT3G20310.1"	"ATERF-7,ATERF7,ERF7"	"ethylene response factor 7"
"Prupe.4G224500"	84.7765156573551	-1.5599370168721	0.421393801367689	-3.70185088582016	0.000214032400270411	0.00201877914662438	32094835	"Prupe.4G224500.1"	"Prupe.4G224500.1.p"	"PF05729,PF13676"	"PTHR11017,PTHR11017:SF169"	""	""	""	"GO:0007165,GO:0005515"	"AT5G17680.1"	""	"disease resistance protein (TIR-NBS-LRR class), putative"
"Prupe.4G225300"	29.6084235613006	1.97328447604457	0.581410654786804	3.39395994861524	0.000688897669212055	0.00552801021716813	32094388	"Prupe.4G225300.1"	"Prupe.4G225300.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.4G225500"	241.697625114714	2.12461870524123	0.34207886823795	6.21090310601516	5.26809511628034e-10	1.75885287111746e-08	32092091	"Prupe.4G225500.1"	"Prupe.4G225500.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.4G225600"	78.7200307816099	1.39100288937464	0.368733344631167	3.77238161296754	0.000161696694598999	0.00158246750706546	32095303	"Prupe.4G225600.1"	"Prupe.4G225600.1.p"	"PF07172"	""	""	""	""	""	""	""	""
"Prupe.4G226400"	3.91227249852118	2.24259146322134	0.858126257648508	2.61335839945818	0.00896572275290893	0.0449965277441457	32094648	"Prupe.4G226400.1"	"Prupe.4G226400.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.4G226900"	2.07719346556037	-2.78043661825636	0.940683928910534	-2.95576073195655	0.00311898948496442	0.0192605639329246	32091485	"Prupe.4G226900.1"	"Prupe.4G226900.1.p"	""	"PTHR11017,PTHR11017:SF167"	""	""	""	""	"AT4G19510.1"	""	"Disease resistance protein (TIR-NBS-LRR class)"
"Prupe.4G227100"	23.0481604045063	-4.96174439169028	0.805570141209414	-6.15929530883697	7.30693582010081e-10	2.39634548972903e-08	32093710	"Prupe.4G227100.1"	"Prupe.4G227100.1.p"	"PF07172"	"PTHR33980"	""	""	""	""	""	""	""
"Prupe.4G228100"	18.6444205591301	-1.45794893143662	0.496643817445931	-2.93560270000813	0.00332900393367595	0.0202581278698927	32093194	"Prupe.4G228100.1"	"Prupe.4G228100.1.p"	"PF14368"	"PTHR33122,PTHR33122:SF4"	""	""	""	""	"AT5G55410.1"	""	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
